id,voo_id,codigo_reserva,nome_passageiro,preco,prim_classe,lugar,no_serie
17432,531,9188,Passageiro 5445,828.7,True,2F,EmbraerE195-0002
17433,356,886,Passageiro 8368,273.51,False,27F,AirbusA320-0001
17434,472,927,Passageiro 2112,396.17,False,13A,EmbraerE195-0005
17435,765,208,Passageiro 2877,375.91,True,1F,AirbusA320-0007
17436,538,9304,Passageiro 8630,211.41,False,26B,AirbusA320-0010
17437,252,4536,Passageiro 6285,442.62,False,21F,AirbusA320-0001
17438,1040,8501,Passageiro 2144,291.9,False,15A,Boeing737-0006
17439,437,2130,Passageiro 1334,384.34,False,6C,AirbusA320-0007
17440,279,388,Passageiro 9787,285.42,False,13B,AirbusA320-0010
17441,221,2418,Passageiro 6676,168.01,True,3F,Boeing737-0000
17442,355,2449,Passageiro 5965,368.41,False,6B,AirbusA320-0010
17443,877,5538,Passageiro 6998,110.21,True,3F,Boeing737-0006
17444,465,5907,Passageiro 2880,408.06,False,14B,AirbusA320-0010
17445,643,2165,Passageiro 7870,132.86,True,1E,EmbraerE195-0008
17446,771,996,Passageiro 1180,93.38,False,28C,Boeing737-0009
17447,966,7020,Passageiro 5634,167.13,True,2D,AirbusA320-0010
17448,383,3463,Passageiro 2595,354.01,False,10A,EmbraerE195-0008
17449,493,8299,Passageiro 6057,165.22,False,28E,Boeing737-0009
17450,209,7725,Passageiro 4152,88.99,False,6D,AirbusA320-0007
17451,1020,4488,Passageiro 4418,290.34,False,27B,AirbusA320-0001
17452,392,1146,Passageiro 6844,345.9,False,26C,AirbusA320-0007
17453,412,2617,Passageiro 5768,431.09,False,21E,EmbraerE195-0002
17454,836,2423,Passageiro 9401,489.87,False,9E,Boeing737-0006
17455,738,9778,Passageiro 8465,108.26,False,10E,AirbusA320-0010
17456,634,9557,Passageiro 7228,390.14,False,28C,Boeing737-0003
17457,563,7337,Passageiro 7492,304.62,False,10C,Boeing737-0000
17458,36,9250,Passageiro 9860,271.6,False,12E,EmbraerE195-0008
17459,481,508,Passageiro 6709,381.86,False,6C,AirbusA320-0004
17460,469,1620,Passageiro 4144,167.88,False,28B,AirbusA320-0010
17461,433,8166,Passageiro 5796,396.64,False,13F,Boeing737-0009
17462,950,2989,Passageiro 4841,416.3,False,26B,AirbusA320-0001
17463,364,5529,Passageiro 1730,644.43,True,3B,EmbraerE195-0011
17464,404,3325,Passageiro 7755,546.07,True,1E,AirbusA320-0007
17465,467,6866,Passageiro 1720,437.66,True,1B,EmbraerE195-0008
17466,563,1309,Passageiro 3411,345.37,False,28E,Boeing737-0000
17467,262,9737,Passageiro 5428,377.09,False,19A,Boeing737-0006
17468,489,3762,Passageiro 4253,95.2,False,26E,EmbraerE195-0011
17469,707,2856,Passageiro 5150,307.27,False,25B,AirbusA320-0007
17470,571,5782,Passageiro 5965,425.54,False,10A,EmbraerE195-0002
17471,1037,995,Passageiro 4332,286.08,False,27B,Boeing737-0009
17472,391,6878,Passageiro 2540,169.54,False,26B,AirbusA320-0007
17473,514,8606,Passageiro 9085,131.16,False,19D,Boeing737-0006
17474,755,9623,Passageiro 1924,273.55,True,2D,AirbusA320-0007
17475,583,2700,Passageiro 3049,62.71,False,7D,AirbusA320-0010
17476,50,2064,Passageiro 5560,253.82,False,14B,EmbraerE195-0008
17477,326,631,Passageiro 6355,350.75,False,27B,EmbraerE195-0005
17478,962,5333,Passageiro 4389,492.48,False,6C,AirbusA320-0010
17479,641,7893,Passageiro 3501,402.6,False,22C,Boeing737-0006
17480,466,1180,Passageiro 9205,157.49,False,11C,EmbraerE195-0002
17481,720,3292,Passageiro 2868,297.29,False,5F,AirbusA320-0010
17482,743,5047,Passageiro 9466,469.02,False,23D,AirbusA320-0004
17483,486,8168,Passageiro 8246,451.39,False,10F,AirbusA320-0001
17484,562,8084,Passageiro 5393,137.56,False,27E,AirbusA320-0007
17485,1017,2231,Passageiro 9845,282.24,False,27D,Boeing737-0009
17486,273,1219,Passageiro 1510,80.66,False,26F,Boeing737-0003
17487,548,5022,Passageiro 4594,422.37,False,24A,AirbusA320-0001
17488,232,5766,Passageiro 8137,172.29,False,28B,AirbusA320-0007
17489,859,3756,Passageiro 4655,280.62,False,15E,Boeing737-0003
17490,1040,3543,Passageiro 2865,154.89,False,18A,Boeing737-0006
17491,597,5098,Passageiro 5027,125.1,False,16C,Boeing737-0009
17492,173,2781,Passageiro 3355,216.26,False,7E,Boeing737-0003
17493,986,3425,Passageiro 8343,419.61,False,12B,EmbraerE195-0011
17494,800,4454,Passageiro 9350,605.12,True,3D,EmbraerE195-0011
17495,507,2332,Passageiro 1393,59.94,False,25A,Boeing737-0000
17496,359,1359,Passageiro 4261,94.04,False,6E,Boeing737-0003
17497,655,8359,Passageiro 3564,302.26,False,11D,AirbusA320-0001
17498,665,1365,Passageiro 3612,310.3,False,27A,AirbusA320-0007
17499,872,2349,Passageiro 8636,103.19,False,14B,Boeing737-0003
17500,840,8691,Passageiro 8278,327.91,False,15A,Boeing737-0000
17501,394,8873,Passageiro 8277,401.6,False,9E,EmbraerE195-0005
17502,1013,6976,Passageiro 4860,287.59,False,25A,EmbraerE195-0002
17503,464,1710,Passageiro 5896,491.75,False,22A,EmbraerE195-0002
17504,1054,5053,Passageiro 5520,436.81,False,6A,EmbraerE195-0005
17505,835,9065,Passageiro 7606,221.23,False,17C,EmbraerE195-0011
17506,290,3990,Passageiro 7206,374.73,False,14D,EmbraerE195-0008
17507,971,2752,Passageiro 5254,231.32,False,20B,EmbraerE195-0008
17508,905,6919,Passageiro 9988,571.42,True,1E,AirbusA320-0001
17509,1007,6943,Passageiro 3488,274.57,False,13C,AirbusA320-0001
17510,196,8315,Passageiro 6191,115.32,False,5E,EmbraerE195-0005
17511,1026,1576,Passageiro 3618,523.79,True,3E,AirbusA320-0001
17512,335,3002,Passageiro 3174,468.23,False,25A,EmbraerE195-0002
17513,459,4573,Passageiro 3036,326.59,False,13A,EmbraerE195-0008
17514,911,9272,Passageiro 4136,168.15,True,1A,AirbusA320-0010
17515,542,2201,Passageiro 1509,228.64,False,24D,EmbraerE195-0005
17516,753,1318,Passageiro 1544,127.92,False,9E,EmbraerE195-0008
17517,322,2230,Passageiro 8882,61.06,False,24B,AirbusA320-0007
17518,562,774,Passageiro 1066,404.16,False,26A,AirbusA320-0007
17519,851,9546,Passageiro 7341,380.57,False,7C,EmbraerE195-0002
17520,1059,1552,Passageiro 4535,177.52,False,14E,EmbraerE195-0002
17521,669,4077,Passageiro 7191,335.22,False,25B,AirbusA320-0010
17522,731,9126,Passageiro 4408,323.16,False,21E,EmbraerE195-0011
17523,710,344,Passageiro 4848,271.31,False,25B,Boeing737-0009
17524,451,9433,Passageiro 2339,172.72,False,25E,Boeing737-0006
17525,767,2520,Passageiro 5986,252.73,False,27F,Boeing737-0006
17526,411,1527,Passageiro 1793,168.86,False,23E,AirbusA320-0010
17527,119,1196,Passageiro 4362,203.34,False,20E,EmbraerE195-0002
17528,867,4925,Passageiro 9434,105.76,False,9B,AirbusA320-0007
17529,102,5999,Passageiro 7028,164.73,True,2C,EmbraerE195-0005
17530,826,8507,Passageiro 4715,257.88,False,17F,AirbusA320-0010
17531,923,4976,Passageiro 8486,58.43,False,23D,EmbraerE195-0002
17532,541,7244,Passageiro 9224,233.41,False,19B,AirbusA320-0004
17533,825,1090,Passageiro 9178,831.33,True,2C,Boeing737-0009
17534,639,2623,Passageiro 4038,116.39,False,9A,EmbraerE195-0002
17535,774,5340,Passageiro 3857,254.16,True,3C,AirbusA320-0010
17536,717,5920,Passageiro 1007,454.44,False,6C,Boeing737-0003
17537,679,9411,Passageiro 3411,254.18,False,15F,Boeing737-0003
17538,550,7951,Passageiro 6664,308.23,False,13A,Boeing737-0009
17539,858,1238,Passageiro 1306,375.37,False,12C,EmbraerE195-0011
17540,333,9523,Passageiro 4065,240.32,False,19A,EmbraerE195-0005
17541,1050,3251,Passageiro 4644,942.61,True,2D,AirbusA320-0001
17542,425,4149,Passageiro 3763,977.95,True,1C,Boeing737-0003
17543,436,5361,Passageiro 7786,437.57,False,24E,AirbusA320-0007
17544,966,2437,Passageiro 7067,192.28,False,8B,AirbusA320-0010
17545,230,5973,Passageiro 2123,225.32,False,14C,Boeing737-0006
17546,126,7832,Passageiro 2256,141.61,False,23B,EmbraerE195-0011
17547,870,3362,Passageiro 2178,196.08,False,6A,AirbusA320-0004
17548,700,371,Passageiro 2908,396.65,False,14A,Boeing737-0000
17549,516,842,Passageiro 8018,320.71,False,29E,AirbusA320-0007
17550,541,458,Passageiro 3543,112.63,False,9C,AirbusA320-0004
17551,618,2748,Passageiro 7723,468.89,False,4C,Boeing737-0009
17552,673,9252,Passageiro 8716,68.38,False,17A,AirbusA320-0010
17553,997,2350,Passageiro 4148,479.33,False,25F,AirbusA320-0007
17554,1041,8289,Passageiro 5283,444.76,False,17C,Boeing737-0003
17555,492,8379,Passageiro 3192,344.77,False,23E,Boeing737-0000
17556,660,1584,Passageiro 4469,360.27,False,5B,AirbusA320-0001
17557,948,9278,Passageiro 5272,458.68,False,17D,Boeing737-0003
17558,178,5733,Passageiro 3069,407.48,False,22E,EmbraerE195-0008
17559,854,2287,Passageiro 1983,56.46,False,22A,EmbraerE195-0011
17560,595,9849,Passageiro 7332,414.62,False,12A,Boeing737-0003
17561,566,8486,Passageiro 2408,127.44,False,26A,AirbusA320-0004
17562,734,9264,Passageiro 8421,294.51,False,14B,AirbusA320-0007
17563,901,178,Passageiro 3983,289.63,False,5F,EmbraerE195-0005
17564,727,8480,Passageiro 2074,418.46,True,2D,EmbraerE195-0005
17565,618,8823,Passageiro 5321,806.1,True,3F,Boeing737-0009
17566,345,8277,Passageiro 4117,468.82,False,27B,AirbusA320-0010
17567,803,3399,Passageiro 3763,485.38,False,14C,EmbraerE195-0011
17568,611,4639,Passageiro 9112,123.71,False,25D,Boeing737-0006
17569,680,7120,Passageiro 1947,154.77,True,2E,EmbraerE195-0011
17570,295,6394,Passageiro 9188,263.96,False,25C,EmbraerE195-0005
17571,740,6679,Passageiro 3574,71.81,False,11E,EmbraerE195-0005
17572,267,606,Passageiro 3652,390.77,False,12B,Boeing737-0003
17573,229,7209,Passageiro 5402,197.84,False,22B,AirbusA320-0010
17574,590,5123,Passageiro 3340,333.33,False,6C,EmbraerE195-0005
17575,717,6454,Passageiro 4208,989.87,True,1A,Boeing737-0003
17576,582,9374,Passageiro 4342,78.29,False,14D,EmbraerE195-0008
17577,681,3902,Passageiro 4610,227.39,False,11D,Boeing737-0003
17578,1028,9945,Passageiro 8577,57.86,False,29B,Boeing737-0003
17579,636,9961,Passageiro 4663,336.51,True,1A,Boeing737-0009
17580,1007,9655,Passageiro 7412,251.54,False,18C,AirbusA320-0001
17581,524,2949,Passageiro 8008,277.74,False,12E,EmbraerE195-0002
17582,238,1015,Passageiro 4011,204.55,False,26D,Boeing737-0009
17583,463,4272,Passageiro 2289,300.32,False,14C,AirbusA320-0010
17584,205,9100,Passageiro 6291,835.04,True,2E,EmbraerE195-0011
17585,871,93,Passageiro 2550,371.81,False,13C,Boeing737-0000
17586,850,4850,Passageiro 7358,476.94,False,28D,Boeing737-0009
17587,342,9730,Passageiro 2940,466.08,False,11C,Boeing737-0003
17588,301,6915,Passageiro 8345,255.12,False,13F,EmbraerE195-0005
17589,530,2185,Passageiro 7045,261.12,True,2B,EmbraerE195-0008
17590,111,8868,Passageiro 8437,169.39,False,26B,Boeing737-0006
17591,850,9798,Passageiro 3076,456.24,True,3F,Boeing737-0009
17592,632,1271,Passageiro 6027,194.02,False,23E,EmbraerE195-0005
17593,328,3482,Passageiro 5921,449.52,False,12C,EmbraerE195-0008
17594,1022,1937,Passageiro 7622,426.95,True,1C,AirbusA320-0007
17595,1040,6680,Passageiro 7636,816.06,True,1C,Boeing737-0006
17596,939,2825,Passageiro 8169,283.96,False,4F,AirbusA320-0004
17597,394,3420,Passageiro 7104,118.23,False,25D,EmbraerE195-0005
17598,626,5075,Passageiro 1897,193.94,True,1F,Boeing737-0006
17599,594,8062,Passageiro 6044,386.09,False,21F,AirbusA320-0001
17600,827,3835,Passageiro 9883,62.59,False,10C,Boeing737-0009
17601,379,7441,Passageiro 3261,311.83,False,9E,Boeing737-0003
17602,712,4132,Passageiro 2374,173.74,False,11E,AirbusA320-0004
17603,385,4843,Passageiro 1844,144.17,False,15B,EmbraerE195-0002
17604,924,5739,Passageiro 3987,493.09,False,12E,Boeing737-0009
17605,352,2345,Passageiro 5982,318.03,False,15B,Boeing737-0000
17606,314,4374,Passageiro 3768,157.35,False,12F,Boeing737-0006
17607,272,6451,Passageiro 6396,123.43,False,18F,AirbusA320-0010
17608,412,6805,Passageiro 3720,377.65,True,3A,EmbraerE195-0002
17609,1003,3403,Passageiro 3254,130.65,False,29E,AirbusA320-0010
17610,912,5278,Passageiro 6183,132.5,False,17C,AirbusA320-0004
17611,408,1542,Passageiro 7642,345.16,False,15D,AirbusA320-0004
17612,725,2724,Passageiro 9245,232.24,False,15C,EmbraerE195-0008
17613,512,8090,Passageiro 2154,121.35,False,24E,AirbusA320-0007
17614,221,6611,Passageiro 1200,189.77,False,22F,Boeing737-0000
17615,150,301,Passageiro 3796,436.99,False,7F,AirbusA320-0007
17616,256,5875,Passageiro 6980,245.37,False,6D,EmbraerE195-0005
17617,502,576,Passageiro 9650,356.14,False,13E,EmbraerE195-0005
17618,426,7397,Passageiro 1833,364.1,False,18F,EmbraerE195-0002
17619,917,1766,Passageiro 7936,132.27,False,8A,Boeing737-0006
17620,393,2974,Passageiro 2601,65.98,False,22F,Boeing737-0006
17621,526,4396,Passageiro 6603,248.57,False,26A,AirbusA320-0004
17622,349,9713,Passageiro 5597,191.79,True,1C,EmbraerE195-0008
17623,207,4193,Passageiro 9337,417.36,False,21B,AirbusA320-0004
17624,753,4446,Passageiro 1926,132.39,False,6B,EmbraerE195-0008
17625,781,2600,Passageiro 7551,354.1,False,22A,AirbusA320-0004
17626,381,3016,Passageiro 1875,663.6,True,2B,Boeing737-0009
17627,928,9146,Passageiro 5558,152.51,False,12E,EmbraerE195-0002
17628,822,8075,Passageiro 2247,570.55,True,2B,AirbusA320-0001
17629,484,3560,Passageiro 5823,188.37,False,29F,AirbusA320-0004
17630,558,9845,Passageiro 3516,207.47,False,17B,Boeing737-0003
17631,260,683,Passageiro 5848,333.79,False,18E,Boeing737-0006
17632,668,7200,Passageiro 8752,84.42,False,27F,Boeing737-0009
17633,526,5506,Passageiro 1862,245.65,False,23E,AirbusA320-0004
17634,981,3804,Passageiro 1441,124.37,False,20B,EmbraerE195-0002
17635,630,7523,Passageiro 4167,256.75,False,4D,Boeing737-0006
17636,785,484,Passageiro 8370,211.81,False,8D,EmbraerE195-0005
17637,734,4671,Passageiro 3433,499.25,False,9A,AirbusA320-0007
17638,437,6438,Passageiro 4863,109.94,False,11F,AirbusA320-0007
17639,837,460,Passageiro 4333,861.46,True,3C,Boeing737-0009
17640,816,8835,Passageiro 5684,456.84,False,23F,Boeing737-0009
17641,588,7464,Passageiro 5225,52.55,False,19B,Boeing737-0009
17642,600,3948,Passageiro 5562,86.19,False,25E,Boeing737-0006
17643,946,8302,Passageiro 9474,279.12,False,23A,EmbraerE195-0008
17644,734,5265,Passageiro 7815,188.23,False,21E,AirbusA320-0007
17645,1053,2857,Passageiro 8779,465.43,False,12F,AirbusA320-0001
17646,1032,4097,Passageiro 6107,354.89,False,21C,Boeing737-0006
17647,779,3018,Passageiro 6715,300.7,False,10D,AirbusA320-0010
17648,959,3005,Passageiro 3808,492.14,False,13B,EmbraerE195-0011
17649,417,9605,Passageiro 3572,267.11,False,22C,AirbusA320-0001
17650,125,8257,Passageiro 3746,413.61,False,16E,Boeing737-0006
17651,423,4757,Passageiro 5933,380.77,False,12D,EmbraerE195-0002
17652,999,1548,Passageiro 9377,160.09,False,20C,Boeing737-0009
17653,943,496,Passageiro 6597,741.11,True,1C,AirbusA320-0004
17654,1014,3146,Passageiro 3599,296.73,False,14F,Boeing737-0006
17655,1047,973,Passageiro 6495,389.47,False,13B,Boeing737-0006
17656,779,7889,Passageiro 2589,105.55,False,12A,AirbusA320-0010
17657,293,8256,Passageiro 1394,308.49,False,20E,Boeing737-0006
17658,209,3637,Passageiro 9200,82.39,False,16D,AirbusA320-0007
17659,174,9385,Passageiro 3756,64.15,False,23C,AirbusA320-0007
17660,688,6582,Passageiro 2487,156.92,False,14C,AirbusA320-0001
17661,358,2935,Passageiro 4213,83.6,False,18E,AirbusA320-0001
17662,882,9761,Passageiro 6789,159.92,False,4A,Boeing737-0009
17663,948,8936,Passageiro 7981,667.88,True,3F,Boeing737-0003
17664,698,7866,Passageiro 7370,288.23,False,13D,Boeing737-0006
17665,405,6927,Passageiro 2002,683.16,True,2D,EmbraerE195-0002
17666,1019,5723,Passageiro 6962,167.07,False,23A,Boeing737-0006
17667,498,7275,Passageiro 8947,161.24,False,5F,AirbusA320-0004
17668,311,7473,Passageiro 8661,454.66,True,1C,EmbraerE195-0005
17669,478,5576,Passageiro 1326,382.64,False,15A,AirbusA320-0004
17670,435,3856,Passageiro 3353,295.63,True,1F,AirbusA320-0010
17671,395,9491,Passageiro 9099,205.87,False,6A,EmbraerE195-0008
17672,352,9393,Passageiro 3099,150.37,False,23F,Boeing737-0000
17673,602,1467,Passageiro 3939,237.16,False,27B,Boeing737-0000
17674,851,5389,Passageiro 1016,448.19,False,8B,EmbraerE195-0002
17675,868,3342,Passageiro 5727,422.95,False,7A,EmbraerE195-0002
17676,644,3618,Passageiro 8652,387.86,False,22A,EmbraerE195-0005
17677,995,8603,Passageiro 8400,86.1,False,28B,AirbusA320-0004
17678,620,9224,Passageiro 5270,316.39,False,6A,Boeing737-0000
17679,325,5738,Passageiro 8652,215.99,False,24B,Boeing737-0006
17680,877,5997,Passageiro 2094,996.83,True,2A,Boeing737-0006
17681,301,8440,Passageiro 8039,223.18,True,2B,EmbraerE195-0005
17682,95,2190,Passageiro 4670,498.4,False,18E,AirbusA320-0007
17683,488,6765,Passageiro 9665,404.09,False,16A,Boeing737-0000
17684,600,9437,Passageiro 5818,235.04,True,2A,Boeing737-0006
17685,308,9443,Passageiro 6012,456.82,False,28C,Boeing737-0006
17686,676,9988,Passageiro 7652,314.3,False,6A,AirbusA320-0010
17687,643,2275,Passageiro 4633,131.34,False,6F,EmbraerE195-0008
17688,535,3586,Passageiro 8067,474.36,False,26A,EmbraerE195-0008
17689,481,3720,Passageiro 1361,401.1,False,9B,AirbusA320-0004
17690,1059,5579,Passageiro 7023,366.67,False,19D,EmbraerE195-0002
17691,542,9404,Passageiro 2142,443.8,False,11D,EmbraerE195-0005
17692,655,3056,Passageiro 5229,382.86,False,23F,AirbusA320-0001
17693,745,4615,Passageiro 6505,207.29,False,4C,Boeing737-0006
17694,783,563,Passageiro 3543,241.25,True,3F,Boeing737-0006
17695,815,8053,Passageiro 3094,499.86,False,9B,Boeing737-0003
17696,885,9066,Passageiro 1017,681.02,True,1B,Boeing737-0009
17697,497,1618,Passageiro 4515,62.87,False,28F,EmbraerE195-0008
17698,875,7150,Passageiro 2306,496.02,False,16D,Boeing737-0006
17699,216,2385,Passageiro 2616,116.14,True,3E,EmbraerE195-0011
17700,739,8701,Passageiro 9077,309.45,False,12D,Boeing737-0009
17701,964,1301,Passageiro 1231,143.99,False,9A,EmbraerE195-0005
17702,896,9977,Passageiro 6990,322.62,True,1F,AirbusA320-0007
17703,899,5445,Passageiro 1350,671.39,True,2A,EmbraerE195-0005
17704,716,6154,Passageiro 2837,274.53,False,28B,EmbraerE195-0005
17705,553,9892,Passageiro 2710,485.66,False,8A,AirbusA320-0001
17706,263,7335,Passageiro 2235,186.01,False,24F,Boeing737-0000
17707,748,560,Passageiro 9570,277.24,False,28C,AirbusA320-0007
17708,511,4314,Passageiro 7745,60.1,False,5C,EmbraerE195-0005
17709,312,2162,Passageiro 7799,121.29,False,28A,EmbraerE195-0008
17710,1051,5744,Passageiro 4985,363.83,False,27F,EmbraerE195-0005
17711,597,859,Passageiro 4994,192.05,True,1C,Boeing737-0009
17712,693,2692,Passageiro 9868,140.44,False,9F,AirbusA320-0004
17713,347,8342,Passageiro 5749,929.58,True,3F,EmbraerE195-0011
17714,665,9898,Passageiro 7997,60.66,False,5B,AirbusA320-0007
17715,484,6745,Passageiro 9766,578.02,True,2F,AirbusA320-0004
17716,751,1098,Passageiro 2560,217.2,False,14E,EmbraerE195-0008
17717,236,2803,Passageiro 6319,577.15,True,1E,EmbraerE195-0002
17718,789,8132,Passageiro 7559,399.0,False,17F,AirbusA320-0007
17719,516,1096,Passageiro 3937,420.34,False,26C,AirbusA320-0007
17720,389,6132,Passageiro 9785,265.64,False,8A,AirbusA320-0007
17721,473,6527,Passageiro 5835,624.96,True,1A,EmbraerE195-0005
17722,740,5841,Passageiro 8314,260.23,False,22F,EmbraerE195-0005
17723,252,5087,Passageiro 1376,743.08,True,1C,AirbusA320-0001
17724,967,2455,Passageiro 5677,65.13,False,21A,Boeing737-0009
17725,911,5431,Passageiro 1514,363.25,False,16D,AirbusA320-0010
17726,471,4846,Passageiro 1727,649.85,True,2B,AirbusA320-0010
17727,170,1429,Passageiro 1428,158.62,False,22A,AirbusA320-0007
17728,982,3593,Passageiro 2971,237.78,False,5B,AirbusA320-0004
17729,571,9637,Passageiro 7295,447.57,False,29A,EmbraerE195-0002
17730,72,3380,Passageiro 7227,294.08,False,20C,EmbraerE195-0011
17731,677,2010,Passageiro 1312,215.96,False,27D,AirbusA320-0001
17732,485,9264,Passageiro 1630,415.85,False,12D,AirbusA320-0010
17733,256,5020,Passageiro 2652,483.35,False,5C,EmbraerE195-0005
17734,325,7795,Passageiro 4214,157.33,False,18D,Boeing737-0006
17735,404,4569,Passageiro 9705,275.94,False,29A,AirbusA320-0007
17736,863,6894,Passageiro 7910,426.08,False,16C,AirbusA320-0004
17737,1029,9116,Passageiro 9141,396.57,False,10C,AirbusA320-0004
17738,210,6437,Passageiro 1314,485.74,False,13A,AirbusA320-0001
17739,388,2782,Passageiro 2382,247.6,False,8E,EmbraerE195-0002
17740,903,2654,Passageiro 1579,366.73,True,3B,AirbusA320-0004
17741,388,9631,Passageiro 3783,271.96,False,21A,EmbraerE195-0002
17742,916,5503,Passageiro 8067,156.77,False,22A,Boeing737-0003
17743,1041,5416,Passageiro 1583,235.5,False,6E,Boeing737-0003
17744,770,3326,Passageiro 5188,377.75,False,4F,AirbusA320-0001
17745,292,3045,Passageiro 9562,187.68,False,25D,AirbusA320-0010
17746,859,9762,Passageiro 5518,111.12,True,2A,Boeing737-0003
17747,284,927,Passageiro 5779,447.19,False,24B,AirbusA320-0007
17748,390,6385,Passageiro 4999,270.8,False,23F,AirbusA320-0004
17749,489,8638,Passageiro 9991,839.79,True,1D,EmbraerE195-0011
17750,348,1911,Passageiro 9165,236.25,False,26A,Boeing737-0003
17751,452,559,Passageiro 9972,102.09,False,24E,EmbraerE195-0005
17752,836,3420,Passageiro 3442,316.42,False,8C,Boeing737-0006
17753,1025,616,Passageiro 5334,282.28,False,11D,Boeing737-0006
17754,696,9935,Passageiro 6781,243.35,False,25C,EmbraerE195-0011
17755,781,8749,Passageiro 9260,166.42,False,9F,AirbusA320-0004
17756,542,6938,Passageiro 9826,111.66,False,24C,EmbraerE195-0005
17757,284,7507,Passageiro 3030,326.32,False,8E,AirbusA320-0007
17758,885,9161,Passageiro 5486,357.72,False,25B,Boeing737-0009
17759,676,4194,Passageiro 4041,265.25,False,5E,AirbusA320-0010
17760,736,4557,Passageiro 4654,80.58,False,27C,Boeing737-0006
17761,432,9866,Passageiro 2213,167.81,True,3F,AirbusA320-0007
17762,764,291,Passageiro 4456,422.45,False,10F,AirbusA320-0010
17763,354,8758,Passageiro 1187,497.64,True,1E,AirbusA320-0010
17764,1050,6709,Passageiro 7240,865.24,True,2B,AirbusA320-0001
17765,97,915,Passageiro 7402,332.53,False,12A,EmbraerE195-0008
17766,195,8916,Passageiro 6618,355.28,False,21D,EmbraerE195-0005
17767,985,4075,Passageiro 7220,409.21,False,8B,EmbraerE195-0011
17768,917,7076,Passageiro 9414,298.65,False,27F,Boeing737-0006
17769,317,3807,Passageiro 5878,402.15,False,10B,EmbraerE195-0002
17770,193,5004,Passageiro 2316,462.48,False,29D,AirbusA320-0007
17771,843,8732,Passageiro 3207,976.96,True,2C,Boeing737-0006
17772,273,2769,Passageiro 2680,112.41,False,28E,Boeing737-0003
17773,1024,6151,Passageiro 2067,51.76,False,7D,Boeing737-0009
17774,493,5165,Passageiro 8786,403.22,False,8A,Boeing737-0009
17775,171,6603,Passageiro 7413,282.19,False,22F,EmbraerE195-0002
17776,922,1567,Passageiro 6031,164.95,False,11E,EmbraerE195-0002
17777,521,8635,Passageiro 5259,399.2,True,1E,AirbusA320-0004
17778,248,5123,Passageiro 1891,464.18,False,10D,AirbusA320-0001
17779,579,7858,Passageiro 4272,51.06,False,5A,AirbusA320-0007
17780,511,6072,Passageiro 6780,268.98,False,8F,EmbraerE195-0005
17781,822,4043,Passageiro 5421,581.29,True,2F,AirbusA320-0001
17782,772,5487,Passageiro 5748,342.47,False,6A,AirbusA320-0001
17783,295,8447,Passageiro 2910,425.64,False,15C,EmbraerE195-0005
17784,585,7514,Passageiro 2149,353.76,False,18E,Boeing737-0003
17785,547,2793,Passageiro 6526,95.16,False,22E,Boeing737-0006
17786,772,6093,Passageiro 9520,378.62,False,18F,AirbusA320-0001
17787,60,9824,Passageiro 1127,264.02,True,3C,AirbusA320-0007
17788,604,1658,Passageiro 8336,96.98,False,6C,Boeing737-0003
17789,489,9268,Passageiro 3993,123.87,False,7C,EmbraerE195-0011
17790,495,194,Passageiro 6924,63.8,False,21E,AirbusA320-0001
17791,787,5175,Passageiro 2262,174.72,False,20B,EmbraerE195-0011
17792,801,3930,Passageiro 9482,313.79,True,1A,EmbraerE195-0008
17793,249,9927,Passageiro 1297,77.65,False,28A,AirbusA320-0010
17794,894,7010,Passageiro 5254,449.85,False,4E,AirbusA320-0001
17795,999,4701,Passageiro 2218,807.28,True,3E,Boeing737-0009
17796,851,1152,Passageiro 2242,89.28,False,17A,EmbraerE195-0002
17797,576,3461,Passageiro 6008,148.3,False,21A,Boeing737-0006
17798,459,7104,Passageiro 8628,453.43,True,2E,EmbraerE195-0008
17799,205,3736,Passageiro 3441,943.99,True,1A,EmbraerE195-0011
17800,118,1525,Passageiro 9326,102.08,False,21D,Boeing737-0000
17801,277,9826,Passageiro 1028,393.44,False,18F,AirbusA320-0001
17802,362,8362,Passageiro 9684,92.9,False,22D,EmbraerE195-0002
17803,457,4907,Passageiro 3919,124.24,False,9C,EmbraerE195-0005
17804,379,4089,Passageiro 4416,214.83,False,25B,Boeing737-0003
17805,251,7599,Passageiro 9252,68.79,False,17D,AirbusA320-0007
17806,338,7474,Passageiro 2920,130.48,False,8C,EmbraerE195-0008
17807,129,9363,Passageiro 2125,221.82,False,25D,Boeing737-0000
17808,121,1095,Passageiro 3703,140.54,False,26F,Boeing737-0006
17809,960,7444,Passageiro 3753,172.83,False,5C,AirbusA320-0001
17810,882,4381,Passageiro 3884,318.88,False,17F,Boeing737-0009
17811,606,3403,Passageiro 3752,122.25,False,25D,AirbusA320-0004
17812,1040,5555,Passageiro 7038,283.04,False,29D,Boeing737-0006
17813,282,837,Passageiro 7841,875.51,True,2D,Boeing737-0000
17814,580,9027,Passageiro 7669,485.37,False,26F,EmbraerE195-0005
17815,950,2969,Passageiro 4697,448.28,False,5F,AirbusA320-0001
17816,952,3379,Passageiro 1223,294.84,True,1D,EmbraerE195-0005
17817,1005,3700,Passageiro 9167,90.18,False,28C,EmbraerE195-0008
17818,655,9581,Passageiro 2727,261.92,True,1F,AirbusA320-0001
